date,SPY,QQQ,IWM,EFA,EEM,AGG,TLT,GLD,USO,VNQ,GSG,HYG
2017-03-01,208.59915104342625,124.25551153414901,128.66067597560843,49.06718102705382,33.283585268539504,90.02477922547695,98.95872177803844,119.06,91.2,65.20921307850274,15.48,60.97622353568981
2017-03-02,207.28551489198136,123.63158702401101,127.18487312350861,48.74527070376661,32.696938353490076,89.8581283938859,98.60254658456263,117.58,89.36,64.85631616066614,15.21,60.782714042433625
2017-03-03,207.41600376174569,123.8584686640612,127.09320835008626,49.0349899947251,32.94712600843762,89.92478872652232,98.85932404962658,117.51,90.32,64.603150980479,15.29,60.810358255755936
2017-03-06,206.7983395676255,123.58432001566722,126.22239300257394,48.88208259116367,32.96438032946849,89.88312601862457,98.38718483967027,116.72,90.24,64.31162743965746,15.31,60.61684876249975
2017-03-07,206.1806614541358,123.37634517895455,125.39741004177282,48.71307967143789,32.99888897153022,89.76647043651084,98.0889916544347,115.78,90.16,64.00476055458216,15.23,60.22291872265681
2017-03-08,205.79787705159933,123.593773417336,124.57242708097168,48.53602899362992,32.688311192974645,89.54982435544248,97.55887043623812,115.06,85.36,62.82332304704222,14.81,59.82207762948328
2017-03-09,206.05886784053698,123.68830743402356,124.077437304491,48.72112742952007,32.42949637751167,89.27485048331728,96.7802548970119,114.47,84.24,61.87970737543565,14.68,59.66312340287998
2017-03-10,206.78093600588548,124.20824452580521,124.6274259450251,49.131563091711264,32.79183711915984,89.40817114859011,97.11986380241908,114.72,82.32,61.687915572263584,14.51,59.642390242888254
2017-03-13,206.88532779766544,124.41621936251791,124.9207532199766,49.38909135034103,33.24907662647777,89.25818540015818,96.5069111438793,114.74,82.24,61.84134901480124,14.48,59.6907676162023
2017-03-14,206.0936601746869,124.11371050911764,124.32493219273132,49.01084672047856,33.05927909513825,89.29151556647638,96.9707672098013,114.12,81.52,61.82600567054748,14.42,59.51108022960727
2017-03-15,207.87708200811713,124.879436044287,126.24989243460064,49.71100167362825,33.921995146681525,89.8081331444086,98.15525680670926,116.25,83.04,63.076488227229355,14.59,60.33349557594605
