date,SPY,QQQ,IWM,EFA,EEM,AGG,TLT,GLD,USO,VNQ,GSG,HYG,IBIT,numeric_sentiment
2024-01-16,-0.003671225979692827,-9.766578767456124e-05,-0.012368679811623484,-0.016784334621020247,-0.02423469387755106,-0.007467204843592312,-0.01761292996270214,-0.0094881661483317,-0.01132019994119371,-0.0073504077179278315,-0.007392804337111758,-0.006306306306306353,-0.010012014417300708,-0.8866350650787354
2024-01-17,-0.005558713915734925,-0.005640750146512885,-0.007126388597778366,-0.009483809781872465,-0.014901960784313606,-0.002745018300121971,-0.0015819447373970341,-0.011015911872705009,0.010260223048327077,-0.018280689575379094,0.0009930486593843213,-0.004274057764538264,-0.012540453074433633,-0.8866350650787354
2024-01-18,0.008892841262783557,0.01419415043834893,0.005910914080641927,0.008890712624812114,0.00822717622080682,-0.0009175247221939742,-0.009295447343403263,0.008232888506241931,0.01648513394171336,-0.005421331761932713,0.01041666666666674,0.0020811654526537993,-0.043834494059811546,-0.8866350650787354
2024-01-19,0.012466158786123449,0.019830988643792624,0.009601259181531985,0.002304772234273278,0.010529086601737347,0.00020408163265295265,0.0031986352489603576,0.0029887388589422414,-0.003475238922676094,0.011968242682782293,-0.0009818360333824216,0.001687435098649992,0.019708654670094194,-0.8866350650787354
2024-01-22,0.002114296374603475,0.0013058549788689255,0.021358416047393858,0.0031110509941836284,-0.008856473039854373,0.0018363599265458497,0.005951748326070927,-0.0037780024477199747,0.012641673931996555,0.005971896955503375,0.0073710073710073765,0.0007775042114812614,-0.03571428571428581,-0.8866350650787354
2024-01-23,0.002916537387527285,0.004149574372228626,-0.0029001729927750075,-0.0028317152103559673,0.008672798948751836,-0.0024439918533606386,-0.007923930269413626,0.00389915607306901,-0.00043047783039174004,-0.006867652194156748,0.004390243902439028,-0.0011653502524926473,-0.027450980392156765,-0.8866350650787354
2024-01-24,0.0010930990388977602,0.005549258524605527,-0.008215543195386976,0.007572684246112349,0.011203751954142804,-0.0022458146182114946,-0.005857294994675355,-0.008246874168661766,0.012632787826586389,-0.014299109235818008,0.008742107819329714,-0.0005185377236194277,0.012544802867383575,-0.8866350650787354
2024-01-25,0.005438925400193639,0.0012211445882162053,0.008283597448034419,0.002818413635753636,0.001288327750579743,0.004501739308369279,0.006534547402249569,0.003969957081545017,0.0239580379926283,0.012841854934601882,0.013962445835339343,0.007652399481193228,0.0070796460176991705,-0.8866350650787354
2024-01-26,-0.0012704137040754349,-0.0059575466166296165,5.102821860480944e-05,0.004416488222698023,0.0007720020586723386,-0.0011203911183542692,-0.0019157088122604415,-0.0006946670941541111,0.012044856707739138,-0.0028175628081710258,0.00902184235517578,-0.0007723001673317631,0.05404217926186283,-0.8866350650787354
2024-01-29,0.007919410763012502,0.010240437932092172,0.017501785896520072,0.005862758161225834,0.0005142710208276835,0.003976751300091896,0.011516314779270731,0.00705844607240258,-0.014363885088919282,0.006592889098186783,-0.010823529411764676,0.0021898750483060336,0.028345143809920925,0.0
2024-01-30,-0.0007735054043601641,-0.0066565456031763,-0.008525149190110937,-0.001324678765399323,-0.007967103572346312,0.0019297176518384695,0.009065991988193023,0.0013805554080603688,0.010548230395558633,-0.009356725146198674,0.008563273073263655,-0.0012853470437017567,0.00851236319416282,0.0
2024-01-31,-0.016317301228381043,-0.019586174465083483,-0.02442972029740531,-0.0050404562939381226,-0.005440414507771885,0.004561581348200727,0.009820309235269553,-0.0007423511320855392,-0.02595797280593326,-0.009563164108618682,-0.012264150943396168,-0.0028314028314027073,-0.02331189710610926,0.0
2024-02-01,0.01308813783962881,0.011775427488788237,0.013272501036914353,0.009865351286495017,0.00963792654337059,0.005684066599394688,0.019554334781709315,0.010400636773679972,-0.026085730400451368,0.01811896531171775,-0.014326647564469996,0.0057283298915848935,0.00987654320987641,0.0
2024-02-02,0.010527391659852947,0.016900540438039124,-0.005270159639787275,-0.007920792079208039,-0.0028379772961816263,-0.009157693468853978,-0.022088762214983793,-0.00945328501654319,-0.022585782539452537,-0.012410724739491896,-0.013081395348837233,-0.004513799329378454,-0.0016299918500407573,0.0
